last_name, first_name,player_id,year,xba,out_zone_swing,in_zone_swing,
Corbin, Patrick,571578,2016,.179,31,62,
Fuentes, Rey,571681,2016,.229,23,55,
Gennett, Scooter,571697,2016,.223,367,675,
Goodwin, Brian,571718,2016,.214,27,60,
Hamilton, Billy,571740,2016,.221,209,596,
Haniger, Mitch,571745,2016,.229,54,160,
Hazelbaker, Jeremy,571757,2016,.213,132,289,
Hernandez, Enrique,571771,2016,.205,135,288,
Holt, Brock,571788,2016,.259,168,372,
Jensen, Kyle,571812,2016,.221,23,38,
Joseph, Tommy,571830,2016,.256,242,428,
Kelly, Ty,571841,2016,.217,41,79,
Lamb, Jake,571875,2016,.243,322,730,
Maile, Luke,571912,2016,.208,67,167,
Marrero, Deven,571918,2016,.152,9,13,
Matz, Steven,571927,2016,.217,29,44,
Miller, Shelby,571946,2016,.070,15,38,
Muncy, Max,571970,2016,.222,49,149,
Murphy, John Ryan,571974,2016,.194,38,130,
Myers, Wil,571976,2016,.251,373,800,
Naquin, Tyler,571980,2016,.252,281,489,
Owings, Chris,572008,2016,.259,275,567,
Paulsen, Ben,572019,2016,.206,72,135,
Phegley, Josh,572033,2016,.248,63,97,
Piscotty, Stephen,572039,2016,.260,419,881,
Pollock, AJ,572041,2016,.206,16,41,
Rickard, Joey,572073,2016,.223,154,351,
Schimpf, Ryan,572114,2016,.194,180,445,
Seager, Kyle,572122,2016,.284,324,755,
Shaffer, Richie,572128,2016,.169,25,75,
Susac, Andrew,572180,2016,.264,5,31,
Taylor, Michael A.,572191,2016,.230,121,317,
Thompson, Trayce,572204,2016,.232,127,340,
Zunino, Mike,572287,2016,.187,119,252,
Goins, Ryan,572365,2016,.202,110,218,
Butler, Eddie,572750,2016,.075,10,28,
Carpenter, Matt,572761,2016,.283,289,632,
Dickerson, Corey,572816,2016,.232,483,698,
Dozier, Brian,572821,2016,.231,418,800,
Garneau, Dustin,572863,2016,.208,39,101,
Renda, Tony,573113,2016,.243,26,85,
Ruf, Darin,573131,2016,.227,55,109,
Saladino, Tyler,573135,2016,.245,166,434,
Straily, Dan,573185,2016,.021,31,75,
Vargas, Kennys,573627,2016,.211,94,214,
Segedin, Rob,574847,2016,.220,51,120,
Contreras, Willson,575929,2016,.255,199,339,
Gyorko, Jedd,576397,2016,.236,237,590,
Iglesias, Jose,578428,2016,.245,353,537,
Querecuto, Juniel,578570,2016,.115,11,12,
Travis, Devon,581527,2016,.255,306,549,
Hechavarria, Adeiny,588751,2016,.262,329,665,
Hernandez, Oscar,591712,2016,.315,11,15,
Torreyes, Ronald,591720,2016,.250,88,203,
Austin, Tyler,592122,2016,.196,52,133,
Bryant, Kris,592178,2016,.264,420,889,
Canha, Mark,592192,2016,.181,36,52,
Casali, Curt,592200,2016,.197,125,348,
Castellanos, Nick,592206,2016,.286,316,616,
Cowart, Kaleb,592230,2016,.208,53,118,
Cunningham, Todd,592239,2016,.196,13,39,
DeShields, Delino,592261,2016,.199,107,251,
Drury, Brandon,592273,2016,.255,309,562,
Foltynewicz, Mike,592314,2016,.132,34,46,
Gamel, Ben,592325,2016,.189,27,70,
Gray, Jon,592351,2016,.127,29,64,
Healy, Ryon,592387,2016,.289,182,296,
Holaday, Bryan,592407,2016,.208,71,191,
Hoying, Jared,592419,2016,.211,33,69,
Jenkins, Tyrell,592433,2016,.073,8,17,
Jones, JaCoby,592444,2016,.252,23,37,
Judge, Aaron,592450,2016,.184,67,119,
Machado, Manny,592518,2016,.289,413,852,
Moran, Colin,592567,2016,.212,14,39,
Nicholas, Brett,592592,2016,.200,30,51,
Nicolino, Justin,592593,2016,.115,19,31,
Parker, Jarrett,592620,2016,.234,74,203,
Pederson, Joc,592626,2016,.232,281,536,
Ray, Robbie,592662,2016,.138,46,75,
Realmuto, J.T.,592663,2016,.264,327,704,
Renfroe, Hunter,592669,2016,.295,23,48,
Rivera, Yadiel,592680,2016,.207,32,98,
Rosario, Eddie,592696,2016,.224,282,473,
Rutledge, Josh,592710,2016,.192,36,66,
Sanchez, Aaron,592717,2016,.068,5,7,
Selsky, Steve,592731,2016,.253,37,53,
Simmons, Andrelton,592743,2016,.268,207,551,
Stewart, Brock,592779,2016,.127,9,13,
Syndergaard, Noah,592789,2016,.178,43,85,
Taillon, Jameson,592791,2016,.140,18,44,
Toles, Andrew,592808,2016,.267,78,137,
Velasquez, Vince,592826,2016,.137,18,69,
Waldrop, Kyle,592835,2016,.140,21,36,
Williams, Mason,592863,2016,.254,18,33,
Yelich, Christian,592885,2016,.298,313,782,
Merrifield, Whit,593160,2016,.248,210,399,
Martinez, Carlos,593372,2016,.172,51,62,
Bogaerts, Xander,593428,2016,.254,466,827,
Castro, Daniel,593495,2016,.227,104,162,
Hernandez, Marco,593523,2016,.236,31,74,
Alberto, Hanser,593643,2016,.148,59,58,
Brito, Socrates,593647,2016,.253,69,136,
Hanson, Alen,593700,2016,.165,13,44,
Polanco, Jorge,593871,2016,.268,175,278,
Sano, Miguel,593934,2016,.211,248,612,
Difo, Wilmer,594694,2016,.209,34,84,
Asher, Alec,594742,2016,.113,5,12,
Blair, Aaron,594760,2016,.107,10,21,
Calhoun, Kole,594777,2016,.267,395,841,
deGrom, Jacob,594798,2016,.165,31,55,
Duvall, Adam,594807,2016,.246,383,723,
Eaton, Adam,594809,2016,.259,402,871,
Garcia, Greg,594824,2016,.258,99,305,
Gattis, Evan,594828,2016,.234,311,550,
Gosselin, Phil,594838,2016,.257,124,244,
Schebler, Scott,594988,2016,.253,184,356,
Smith, Josh A.,595001,2016,.092,5,15,
Walsh, Colin,595023,2016,.132,25,71,
Eickhoff, Jerad,595191,2016,.164,39,65,
Kiermaier, Kevin,595281,2016,.240,231,486,
Rogers, Jason,595386,2016,.104,21,28,
Alfaro, Jorge,595751,2016,.096,14,13,
Profar, Jurickson,595777,2016,.233,176,366,
Baez, Javier,595879,2016,.223,399,493,
Goeddel, Tyler,595963,2016,.213,113,299,
Hedges, Austin,595978,2016,.176,20,34,
Lindor, Francisco,596019,2016,.285,382,832,
Odor, Rougned,596059,2016,.246,479,712,
Stephenson, Robert,596112,2016,.074,4,16,
Story, Trevor,596115,2016,.258,253,561,
Swihart, Blake,596119,2016,.249,44,78,
Vogelbach, Daniel,596129,2016,.057,4,13,
Weaver, Luke,596133,2016,.241,6,19,
Sanchez, Gary,596142,2016,.272,162,257,
Sardinas, Luis,596143,2016,.210,130,249,
Cuthbert, Cheslor,596144,2016,.231,296,693,
Kepler, Max,596146,2016,.238,268,482,
Quinn, Roman,596451,2016,.199,28,93,
Franco, Maikel,596748,2016,.255,377,770,
Choi, Ji-Man,596847,2016,.186,50,161,
Bradley Jr., Jackie,598265,2016,.242,354,775,
O'Brien, Peter,598284,2016,.182,59,92,
Motter, Taylor,600301,2016,.200,51,119,
La Stella, Tommy,600303,2016,.243,93,226,
Severino, Pedro,600474,2016,.110,15,40,
Nunez, Renato,600524,2016,.208,19,22,
Candelario, Jeimer,600869,2016,.135,10,16,
Rondon, Jose,602922,2016,.182,12,36,
Ahmed, Nick,605113,2016,.232,138,408,
Asche, Cody,605125,2016,.231,125,284,
Barnes, Austin,605131,2016,.134,16,55,
Bell, Josh,605137,2016,.252,73,202,
Betts, Mookie,605141,2016,.275,295,824,
Bradley, Archie,605151,2016,.055,24,43,
Coats, Jason,605183,2016,.208,30,64,
Davies, Zach,605200,2016,.091,24,77,
Featherston, Taylor,605227,2016,.103,16,48,
Fernandez, Jose,605228,2016,.165,40,65,
Finnegan, Brandon,605232,2016,.135,40,73,
Morgan, Adam,605388,2016,.126,23,29,
Nola, Aaron,605400,2016,.059,10,36,
Panik, Joe,605412,2016,.247,225,598,
Reed, Michael,605439,2016,.177,8,24,
Ross, Joe,605452,2016,.199,26,59,
Smith, Mallex,605480,2016,.191,114,262,
Spangenberg, Cory,605486,2016,.201,25,64,
Tomlinson, Kelby,605509,2016,.264,63,145,
Tucker, Preston,605512,2016,.201,84,205,
Wisler, Matt,605538,2016,.110,30,61,
Arcia, Orlando,606115,2016,.199,138,282,
Perdomo, Luis,606131,2016,.154,24,51,
Tapia, Raimel,606132,2016,.204,36,47,
Hernandez, Teoscar,606192,2016,.204,57,143,
Peraza, Jose,606299,2016,.307,159,304,
Marte, Ketel,606466,2016,.240,286,573,
Nimmo, Brandon,607043,2016,.273,49,116,
Peterson, Jace,607054,2016,.269,180,479,
Rea, Colin,607067,2016,.132,24,50,
Turner, Trea,607208,2016,.279,199,385,
Reed, AJ,607223,2016,.186,71,170,
Gsellman, Robert,607229,2016,.046,7,10,
Gant, John,607231,2016,.191,3,11,
Smith, Kevan,607345,2016,.164,7,28,
Collins, Tyler,607385,2016,.217,73,204,
Rua, Ryan,607387,2016,.228,140,321,
Lugo, Seth,607625,2016,.194,14,16,
Pillar, Kevin,607680,2016,.253,392,661,
Stallings, Jacob,607732,2016,.147,7,27,
Williamson, Mac,607776,2016,.225,84,175,
Rivera, T.J.,608061,2016,.267,80,138,
Ramirez, Jose,608070,2016,.287,322,747,
Bregman, Alex,608324,2016,.246,97,292,
Gallo, Joey,608336,2016,.055,18,46,
Kelly, Carson,608348,2016,.162,4,16,
Russell, Addison,608365,2016,.229,342,823,
Seager, Corey,608369,2016,.295,375,929,
Wacha, Michael,608379,2016,.038,16,72,
Mazara, Nomar,608577,2016,.261,400,607,
Murphy, Tom,608596,2016,.253,35,70,
Jankowski, Travis,608671,2016,.228,175,468,
Plawecki, Kevin,608700,2016,.173,86,181,
Refsnyder, Rob,608701,2016,.267,80,202,
Reynolds, Matt,608703,2016,.219,55,121,
Mondesi, Adalberto,609275,2016,.156,117,166,
Garcia, Adonis,611177,2016,.274,375,669,
Chen, Wei-Yin,612672,2016,.039,33,74,
Swanson, Dansby,621020,2016,.254,78,186,
Taylor, Chris,621035,2016,.235,23,104,
Correa, Carlos,621043,2016,.280,394,783,
Reyes, Alex,621052,2016,.175,9,24,
Eflin, Zach,621107,2016,.210,18,30,
Dahl, David,621311,2016,.242,161,324,
Buxton, Byron,621439,2016,.184,217,405,
Wendle, Joey,621563,2016,.272,63,113,
Olson, Matt,621566,2016,.181,13,22,
Wood, Alex,622072,2016,.078,9,18,
Thompson, Jake,622097,2016,.128,7,26,
Duffy, Matt,622110,2016,.259,184,460,
Maxwell, Bruce,622194,2016,.276,57,141,
Margot, Manuel,622534,2016,.277,19,51,
Brown, Trevor,623143,2016,.208,91,249,
Kivlehan, Patrick,623182,2016,.164,25,28,
Conforto, Michael,624424,2016,.224,203,417,
Frazier, Adam,624428,2016,.269,81,234,
Puig, Yasiel,624577,2016,.244,199,472,
Soler, Jorge,624585,2016,.218,137,345,
Lopez, Reynaldo,625643,2016,.103,6,18,
Maeda, Kenta,628317,2016,.136,49,76,
Heredia, Guillermo,628338,2016,.243,33,136,
Kang, Jung Ho,628356,2016,.237,166,454,
Iglesias, Raisel,628452,2016,.191,5,9,
Urias, Julio,628711,2016,.123,20,26,
Tomas, Yasmany,630111,2016,.272,440,696,
Pinder, Chad,640461,2016,.226,32,77,
Shipley, Braden,640463,2016,.160,9,33,
Anderson, Tim,641313,2016,.249,267,541,
Asuaje, Carlos,641319,2016,.201,9,33,
Dozier, Hunter,641531,2016,.236,16,28,
Kuhl, Chad,641771,2016,.092,15,37,
Mancini III, Trey,641820,2016,.395,16,14,
Patterson, Jordan,641958,2016,.333,11,25,
Reed, Cody,642003,2016,.031,8,13,
Valaika, Pat,642162,2016,.141,14,25,
Benintendi, Andrew,643217,2016,.230,52,153,
Godley, Zack,643327,2016,.114,14,25,
Kemp, Tony,643393,2016,.186,65,159,
White, Tyler,643603,2016,.214,196,306,
Diaz, Aledmys,649557,2016,.252,229,559,
Moncada, Yoan,660162,2016,.154,7,23,
Park, ByungHo,666560,2016,.225,129,348,
Colon, Bartolo,112526,2017,.054,18,19,
Beltre, Adrian,134181,2017,.282,249,486,
Beltran, Carlos,136860,2017,.229,340,581,
Werth, Jayson,150029,2017,.235,131,368,
Arroyo, Bronson,276520,2017,.227,12,29,
Dickey, R.A.,285079,2017,.150,78,80,
Suzuki, Ichiro,400085,2017,.220,109,287,
Martinez, Victor,400121,2017,.246,212,530,
Utley, Chase,400284,2017,.239,117,395,
Pujols, Albert,405395,2017,.259,416,750,
Lackey, John,407793,2017,.122,27,73,
Holliday, Matt,407812,2017,.230,235,519,
Mauer, Joe,408045,2017,.308,244,703,
Cabrera, Miguel,408234,2017,.275,319,685,
Gonzalez, Adrian,408236,2017,.240,134,315,
Phillips, Brandon,408252,2017,.268,439,731,
Reyes, Jose,408314,2017,.238,322,607,
Peralta, Jhonny,425509,2017,.283,34,73,
Mathis, Jeff,425772,2017,.200,99,278,
Choo, Shin-Soo,425783,2017,.269,261,809,
Rivera, Rene,425784,2017,.251,160,322,
Wainwright, Adam,425794,2017,.200,29,66,
Greinke, Zack,425844,2017,.221,46,88,
Molina, Yadier,425877,2017,.260,310,717,
Cano, Robinson,429664,2017,.288,358,817,
Encarnacion, Edwin,429665,2017,.266,317,914,
Hardy, J.J.,429666,2017,.226,112,282,
Gutierrez, Franklin,429711,2017,.237,41,78,
Jackson, Edwin,429719,2017,.115,11,31,
Santana, Ervin,429722,2017,.086,4,12,
Weeks Jr., Rickie,430001,2017,.172,55,147,
Raburn, Ryan,430605,2017,.261,39,90,
Bautista, Jose,430832,2017,.204,360,836,
Cain, Matt,430912,2017,.124,28,47,
Jones, Adam,430945,2017,.254,520,783,
Aybar, Erick,430947,2017,.227,210,434,
Hill, Aaron,431094,2017,.219,36,98,
Martin, Russell,431145,2017,.237,115,475,
Blanco, Andres,433217,2017,.190,80,215,
Granderson, Curtis,434158,2017,.220,238,656,
Ruiz, Carlos,434563,2017,.240,51,180,
Soto, Geovany,434567,2017,.294,17,63,
Morse, Michael,434604,2017,.225,28,61,
Davis, Rajai,434658,2017,.220,197,459,
Ramirez, Hanley,434670,2017,.260,307,679,
Morales, Kendrys,434778,2017,.266,410,727,
Kendrick III, Howie,435062,2017,.263,201,418,
Napoli, Mike,435063,2017,.200,275,640,
Kinsler, Ian,435079,2017,.243,296,743,
McCarthy, Brandon,435221,2017,.094,12,27,
McCann, Brian,435263,2017,.246,239,442,
Walker, Neil,435522,2017,.256,214,494,
Suzuki, Kurt,435559,2017,.255,220,357,
Desmond, Ian,435622,2017,.224,177,466,
Cruz Jr., Nelson,443558,2017,.280,369,773,
Jaso, John,444379,2017,.210,125,441,
Trumbo, Mark,444432,2017,.229,390,731,
Peralta, David,444482,2017,.256,320,703,
Pina, Manny,444489,2017,.247,218,500,
Ethier, Andre,444843,2017,.251,14,51,
Feldman, Scott,444857,2017,.107,34,52,
Escobar, Alcides,444876,2017,.250,404,795,
Jay, Jon,445055,2017,.274,272,600,
Prado, Martin,445988,2017,.249,66,166,
Duda, Lucas,446263,2017,.236,260,542,
Wieters, Matt,446308,2017,.230,236,623,
Longoria, Evan,446334,2017,.247,409,812,
Cozart, Zack,446359,2017,.250,229,620,
Barney, Darwin,446381,2017,.218,203,447,
Guyer, Brandon,446386,2017,.241,72,257,
Rodriguez, Sean,446481,2017,.172,86,211,
Lobaton, Jose,446653,2017,.218,74,230,
Hill, Rich,448179,2017,.118,34,56,
Reynolds, Mark,448602,2017,.222,281,796,
Ruggiano, Justin,448605,2017,.217,31,95,
Davis, Chris,448801,2017,.219,285,597,
Garcia, Jaime,448802,2017,.129,34,51,
Guerra, Junior,448855,2017,.085,15,24,
Aviles, Mike,449107,2017,.237,45,122,
Orlando, Paulo,449181,2017,.275,58,117,
Volquez, Edinson,450172,2017,.093,23,28,
Weaver, Jered,450308,2017,.057,4,8,
Zobrist, Ben,450314,2017,.250,206,549,
Peterson, Shane,451089,2017,.215,41,143,
Adduci, Jim,451192,2017,.213,53,121,
Fowler, Dexter,451594,2017,.274,210,626,
Flowers, Tyler,452095,2017,.263,180,507,
Headley, Chase,452104,2017,.244,286,731,
Drew, Stephen,452220,2017,.214,55,122,
Smith, Seth,452234,2017,.264,189,439,
Lind, Adam,452252,2017,.279,178,346,
Pence, Hunter,452254,2017,.254,329,625,
Span, Denard,452655,2017,.279,234,660,
Lester, Jon,452657,2017,.142,20,82,
Hanigan, Ryan,452672,2017,.223,39,141,
Cabrera, Asdrubal,452678,2017,.259,270,690,
Ellsbury, Jacoby,453056,2017,.256,146,521,
Tulowitzki, Troy,453064,2017,.235,139,294,
Robinson, Shane,453203,2017,.187,19,31,
Stubbs, Drew,453211,2017,.113,11,29,
Scherzer, Max,453286,2017,.171,31,94,
Richard, Clayton,453385,2017,.094,53,75,
Arrieta, Jake,453562,2017,.120,28,71,
Blackmon, Charlie,453568,2017,.283,375,932,
Blanco, Gregor,453923,2017,.219,89,340,
Frazier, Todd,453943,2017,.226,286,707,
Ellis, A.J.,454560,2017,.191,55,215,
Iannetta, Chris,455104,2017,.222,135,471,
Maldonado, Martin,455117,2017,.207,278,597,
Chirinos, Robinson,455139,2017,.214,178,375,
Stewart, Chris,455755,2017,.209,40,187,
Young, Chris,455759,2017,.225,116,299,
Markakis, Nick,455976,2017,.267,320,774,
Pedroia, Dustin,456030,2017,.268,184,551,
Castillo, Welington,456078,2017,.253,176,424,
Nunez, Eduardo,456488,2017,.254,337,566,
Cueto, Johnny,456501,2017,.084,28,56,
Pearce, Steve,456665,2017,.236,161,464,
Bailey, Homer,456701,2017,.140,22,47,
Cain, Lorenzo,456715,2017,.299,327,912,
Saltalamacchia, Jarrod,457454,2017,.080,20,28,
De Aza, Alejandro,457477,2017,.217,29,95,
McCutchen, Andrew,457705,2017,.274,258,875,
Jackson, Austin,457706,2017,.276,143,433,
Upton, Justin,457708,2017,.248,315,845,
Maybin, Cameron,457727,2017,.230,177,510,
Turner, Justin,457759,2017,.295,225,652,
Posey III, Buster,457763,2017,.276,245,667,
Espinosa, Danny,457787,2017,.181,161,412,
Bruce, Jay,457803,2017,.257,381,821,
Janish, Paul,457926,2017,.146,13,46,
Votto, Joey,458015,2017,.294,177,952,
Coghlan, Chris,458085,2017,.204,54,120,
Rasmus, Colby,458675,2017,.247,82,177,
Lynn, Lance,458681,2017,.088,37,91,
Gardner, Brett,458731,2017,.266,328,707,
Young Jr., Eric,458913,2017,.207,44,171,
Saunders, Michael,459431,2017,.223,138,325,
Joyce, Matt,459964,2017,.249,216,733,
Hundley, Nick,460026,2017,.238,163,435,
Pennington, Cliff,460060,2017,.225,121,279,
Braun, Ryan,460075,2017,.266,283,515,
Butera, Drew,460077,2017,.207,87,238,
Gordon, Alex,460086,2017,.221,278,760,
Gimenez, Chris,460269,2017,.208,120,278,
Gomez, Carlos,460576,2017,.244,340,557,
Moss, Brandon,461235,2017,.235,242,554,
Kemp, Matt,461314,2017,.285,326,582,
Gonzalez, Gio,461829,2017,.106,55,84,
Plouffe, Trevor,461858,2017,.220,170,391,
Romine, Andrew,461865,2017,.234,203,485,
Andrus, Elvis,462101,2017,.264,404,800,
Cervelli, Francisco,465041,2017,.243,113,387,
Florimon, Pedro,465753,2017,.261,29,78,
Cabrera, Melky,466320,2017,.295,395,710,
Bonifacio, Emilio,466988,2017,.185,22,52,
Sandoval, Pablo,467055,2017,.225,256,375,
Ramos, Wilson,467092,2017,.250,127,269,
Nova, Ivan,467100,2017,.047,49,76,
Santana, Carlos,467793,2017,.265,264,792,
Parra, Gerardo,467827,2017,.263,266,518,
Chacin, Jhoulys,468504,2017,.146,35,78,
Montero, Miguel,471083,2017,.177,104,293,
Gonzalez, Carlos,471865,2017,.231,330,623,
Valbuena, Luis,472528,2017,.204,206,547,
Mercer, Jordy,474568,2017,.247,263,623,
Worley, Vance,474699,2017,.167,13,32,
Belt, Brandon,474832,2017,.259,205,643,
Carter, Chris,474892,2017,.194,128,295,
Van Slyke, Scott,475100,2017,.200,15,61,
Alonso, Yonder,475174,2017,.258,290,679,
Wood, Travis,475243,2017,.203,9,26,
Flaherty, Ryan,475247,2017,.194,18,54,
Smoak, Justin,475253,2017,.275,330,754,
Zimmerman, Ryan,475582,2017,.287,347,626,
Hellickson, Jeremy,476451,2017,.105,22,48,
Lowrie, Jed,476704,2017,.287,285,948,
Alvarez, Pedro,476883,2017,.262,26,42,
Kershaw, Clayton,477132,2017,.184,31,84,
Carrera, Ezequiel,485567,2017,.230,152,366,
Avila, Alex,488671,2017,.255,85,467,
Bourjos, Peter,488721,2017,.208,130,268,
Brantley Jr., Michael,488726,2017,.287,145,467,
Castro, Jason,488771,2017,.240,144,591,
d'Arnaud, Chase,488818,2017,.187,38,75,
Escobar, Yunel,488862,2017,.270,163,466,
Gosewisch, Tuffy,488912,2017,.105,16,47,
Moore, Tyler,489138,2017,.215,133,254,
Morrison, Logan,489149,2017,.251,310,752,
Rosales, Adam,489267,2017,.187,166,415,
Garza, Matt,490063,2017,.091,15,44,
Hernandez, Gorkys,491676,2017,.236,188,485,
Sucre, Jesus,491696,2017,.250,113,222,
Graterol, Juan,492802,2017,.240,71,90,
Martinez, Michael,492841,2017,.196,22,47,
Aoki, Norichika,493114,2017,.253,176,489,
Cespedes, Yoenis,493316,2017,.267,220,419,
Gurriel, Yuli,493329,2017,.285,316,616,
Beckham, Gordon,493596,2017,.196,13,20,
Solarte, Yangervis,500208,2017,.235,310,584,
Rojas, Miguel,500743,2017,.277,187,362,
Quintana, Jose,500779,2017,.061,17,43,
Escobar, Eduardo,500871,2017,.257,354,697,
Martinez, Jose,500874,2017,.323,156,352,
Adrianza, Ehire,501303,2017,.232,81,234,
Lagares, Juan,501571,2017,.229,168,319,
Almonte, Abraham,501659,2017,.241,104,261,
Freese, David,501896,2017,.253,240,632,
Davis, Khris,501981,2017,.258,293,919,
Marrero, Chris,502029,2017,.191,26,47,
Locke, Jeff,502046,2017,.006,7,8,
Pham, Tommy,502054,2017,.282,167,626,
Chisenhall, Lonnie,502082,2017,.248,182,361,
Presley, Alex,502100,2017,.293,113,383,
Martinez, J.D.,502110,2017,.293,261,705,
Negron, Kristopher,502117,2017,.185,10,44,
Valencia, Danny,502143,2017,.233,259,568,
Huffman, Chad,502151,2017,.217,7,18,
Samardzija, Jeff,502188,2017,.146,45,84,
Leake, Mike,502190,2017,.208,32,66,
Reddick, Josh,502210,2017,.288,311,584,
Gentry, Craig,502226,2017,.260,50,143,
Cahill, Trevor,502239,2017,.261,12,24,
Freeman, Mike,502273,2017,.158,38,99,
Heisey, Chris,502317,2017,.185,46,113,
Dyson, Jarrod,502481,2017,.239,165,450,
Murphy, Daniel,502517,2017,.300,354,668,
Gale, Rocky,502570,2017,.089,7,19,
Anderson, Chase,502624,2017,.086,40,60,
Goldschmidt, Paul,502671,2017,.279,338,774,
Peralta, Wily,503449,2017,.266,6,18,
Gonzalez, Marwin,503556,2017,.245,307,589,
Darvish, Yu,506433,2017,.017,11,14,
