last_name, first_name,player_id,year,xba,out_zone_swing,in_zone_swing,
Amarista, Alexi,506560,2017,.211,126,225,
Leon, Sandy,506702,2017,.204,191,363,
Sanchez, Adrian,506703,2017,.260,42,103,
Pena, Francisco,506747,2017,.396,7,15,
Cardullo, Stephen,506924,2017,.218,28,34,
Altuve, Jose,514888,2017,.286,410,688,
Tejada, Ruben,514913,2017,.270,51,170,
Hernandez, Cesar,514917,2017,.264,235,715,
Segura, Jean,516416,2017,.263,331,717,
Castro, Starlin,516770,2017,.260,310,607,
Marte, Starling,516782,2017,.252,196,449,
Sanchez, Hector,516949,2017,.206,84,204,
Pirela, Jose,517369,2017,.263,201,404,
Bettis, Chad,518452,2017,.032,6,16,
Blash, Jabari,518466,2017,.232,74,274,
Bumgarner, Madison,518516,2017,.250,29,47,
Centeno, Juan,518542,2017,.273,32,58,
Colon, Christian,518568,2017,.122,29,65,
Culberson, Charlie,518586,2017,.244,10,23,
d'Arnaud, Travis,518595,2017,.241,207,494,
Descalso, Daniel,518614,2017,.218,135,502,
Dietrich, Derek,518618,2017,.252,266,577,
Donaldson, Josh,518626,2017,.251,213,643,
Eibner, Brett,518649,2017,.197,17,52,
Freeman, Freddie,518692,2017,.289,302,700,
Fryer, Eric,518700,2017,.167,33,118,
Grandal, Yasmani,518735,2017,.210,304,581,
Harvey, Matt,518774,2017,.130,22,45,
Heyward, Jason,518792,2017,.258,231,553,
Kozma, Pete,518902,2017,.124,25,69,
LeMahieu, DJ,518934,2017,.300,275,827,
Lucroy, Jonathan,518960,2017,.257,190,588,
Mesoraco, Devin,519023,2017,.206,116,202,
Middlebrooks, Will,519025,2017,.260,16,53,
Moncrief, Carlos,519037,2017,.215,25,61,
Moore, Matt,519043,2017,.133,25,70,
Moreland, Mitch,519048,2017,.260,324,692,
Moustakas, Mike,519058,2017,.267,475,770,
Navarro, Efren,519068,2017,.224,37,103,
Nelson, Jimmy,519076,2017,.066,38,76,
Norris, Derek,519083,2017,.231,93,278,
Revere, Ben,519184,2017,.298,137,356,
Rizzo, Anthony,519203,2017,.276,390,849,
Romine, Austin,519222,2017,.249,157,303,
Rupp, Cameron,519237,2017,.198,182,426,
Smolinski, Jake,519295,2017,.240,15,42,
Sogard, Eric,519299,2017,.262,130,311,
Souza Jr., Steven,519306,2017,.232,276,803,
Stanton, Giancarlo,519317,2017,.273,370,795,
Szczur, Matt,519333,2017,.194,101,308,
Thames, Eric,519346,2017,.227,303,698,
Vogt, Stephen,519390,2017,.228,208,341,
Galvis, Freddy,520471,2017,.238,436,845,
Perez, Salvador,521692,2017,.276,450,568,
Forsythe, Logan,523253,2017,.235,118,501,
Flores, Wilmer,527038,2017,.255,223,534,
Marte, Jefry,527043,2017,.199,61,177,
Puello, Cesar,527049,2017,.174,22,48,
Teheran, Julio,527054,2017,.138,41,77,
Adleman, Tim,534947,2017,.122,12,33,
Nava, Daniel,537953,2017,.278,78,267,
Garcia, Avisail,541645,2017,.291,397,766,
Perez, Hernan,541650,2017,.254,316,509,
Perez, Carlos,542208,2017,.103,12,25,
Inciarte, Ender,542255,2017,.258,458,883,
Ozuna, Marcell,542303,2017,.280,412,847,
Villar, Jonathan,542340,2017,.212,247,597,
Adames, Cristhian,542436,2017,.050,6,21,
Santana, Danny,542454,2017,.208,117,233,
Telis, Tomas,542513,2017,.245,57,125,
Aguilar, Jesus,542583,2017,.241,205,404,
Liriano, Rymer,542642,2017,.194,21,81,
Anderson, Tyler,542881,2017,.064,23,43,
Bandy, Jett,542908,2017,.208,145,218,
Beckham, Tim,542921,2017,.256,346,799,
Brantly, Rob,542963,2017,.201,29,46,
Broxton, Keon,542979,2017,.217,228,650,
Chatwood, Tyler,543022,2017,.157,19,57,
Cole, Gerrit,543037,2017,.117,44,88,
Coleman, Dusty,543038,2017,.212,28,114,
Conley, Adam,543045,2017,.122,22,37,
Crawford, Brandon,543063,2017,.240,324,790,
Cron, C.J.,543068,2017,.257,244,479,
Davis, Taylor,543089,2017,.150,5,15,
Decker, Jaff,543094,2017,.228,27,67,
Federowicz, Tim,543148,2017,.301,4,17,
Giavotella, Johnny,543213,2017,.135,3,13,
Gillaspie, Conor,543216,2017,.191,46,98,
Gomes, Yan,543228,2017,.206,260,506,
Grossman, Robbie,543257,2017,.269,143,555,
Harrison, Josh,543281,2017,.246,322,713,
Hendricks, Kyle,543294,2017,.071,26,63,
Herrmann, Chris,543302,2017,.215,122,349,
Hicks, Aaron,543305,2017,.246,162,421,
Hicks, John,543308,2017,.254,127,294,
Higashioka, Kyle,543309,2017,.165,8,31,
Hosmer, Eric,543333,2017,.284,365,843,
Jimenez, A.J.,543362,2017,.080,13,14,
Joseph, Caleb,543376,2017,.240,155,349,
Kipnis, Jason,543401,2017,.234,192,477,
Koehler, Tom,543408,2017,.054,12,26,
Lavarnway, Ryan,543432,2017,.351,10,15,
Lyles, Jordan,543475,2017,.130,1,15,
Mahtook, Mikie,543484,2017,.265,209,462,
McCann, James,543510,2017,.259,223,492,
Miller, Brad,543543,2017,.215,233,515,
Milone, Tommy,543548,2017,.087,2,15,
Montgomery, Mike,543557,2017,.187,16,40,
Nieuwenhuis, Kirk,543590,2017,.180,21,39,
Ortiz, Danny,543611,2017,.259,7,11,
Rendon, Anthony,543685,2017,.272,243,813,
Roark, Tanner,543699,2017,.088,19,95,
Robertson, Daniel,543706,2017,.252,22,105,
Rusin, Chris,543734,2017,.299,7,9,
Semien, Marcus,543760,2017,.238,191,522,
Shaw, Travis,543768,2017,.250,359,719,
Springer III, George,543807,2017,.285,283,849,
Strange-Gordon, Dee,543829,2017,.247,392,895,
Vazquez, Christian,543877,2017,.252,186,397,
Wong, Kolten,543939,2017,.252,203,475,
Gregorius, Didi,544369,2017,.253,409,786,
Garcia, Leury,544725,2017,.255,177,425,
Strasburg, Stephen,544931,2017,.188,25,77,
Vargas, Ildemaro,545121,2017,.163,5,10,
Fontana, Nolan,545337,2017,.161,8,21,
Franklin, Nick,545338,2017,.254,47,150,
Grichuk, Randal,545341,2017,.234,251,580,
Marisnick, Jake,545350,2017,.200,168,373,
Stassi, Max,545358,2017,.230,11,40,
Trout, Mike,545361,2017,.294,210,591,
Herrera, Odubel,546318,2017,.255,444,705,
Almora Jr., Albert,546991,2017,.258,193,379,
Ruiz, Rio,547004,2017,.222,93,242,
Delmonico, Nicky,547170,2017,.225,61,243,
Wolters, Tony,547172,2017,.206,112,330,
Lorenzen, Michael,547179,2017,.210,8,20,
Harper, Bryce,547180,2017,.289,341,621,
Perez, Roberto,547379,2017,.216,112,324,
Ngoepe, Gift,547912,2017,.140,26,78,
Ryu, Hyun Jin,547943,2017,.157,18,41,
Kim, Hyun Soo,547957,2017,.263,96,321,
Martin, Leonys,547982,2017,.205,74,192,
Abreu, Jose,547989,2017,.283,403,812,
Diaz, Elias,553869,2017,.225,83,285,
Narvaez, Omar,553882,2017,.252,118,396,
Machado, Dixon,553988,2017,.240,69,205,
Suarez, Eugenio,553993,2017,.258,293,824,
Wheeler, Zack,554430,2017,.120,24,26,
Polanco, Gregory,570256,2017,.259,247,524,
Santana, Domingo,570267,2017,.263,312,828,
Gonzalez, Erik,570481,2017,.254,87,163,
Urshela, Gio,570482,2017,.250,119,201,
Alcantara, Arismendy,570489,2017,.173,70,141,
Sanchez, Yolmer,570560,2017,.238,329,670,
Urena, Jose,570632,2017,.100,39,59,
Schoop, Jonathan,570731,2017,.261,445,861,
Villanueva, Christian,570799,2017,.209,12,54,
Adams, Matt,571431,2017,.268,309,461,
Altherr, Aaron,571437,2017,.254,206,490,
Arenado, Nolan,571448,2017,.276,386,857,
Barnhart, Tucker,571466,2017,.262,181,544,
Bour, Justin,571506,2017,.275,292,484,
Corbin, Patrick,571578,2017,.109,46,82,
Davidson, Matt,571602,2017,.216,262,629,
Farmer, Kyle,571657,2017,.373,16,22,
Freitas, David,571679,2017,.253,14,26,
Fuentes, Rey,571681,2017,.243,99,193,
Gennett, Scooter,571697,2017,.248,318,633,
Goodwin, Brian,571718,2017,.252,138,335,
Hamilton, Billy,571740,2017,.231,328,830,
Haniger, Mitch,571745,2017,.251,181,481,
Hazelbaker, Jeremy,571757,2017,.238,34,89,
Hernandez, Enrique,571771,2017,.215,175,476,
Holt, Brock,571788,2017,.187,68,178,
Joseph, Tommy,571830,2017,.235,372,618,
Kelly, Ty,571841,2017,.218,34,129,
Lamb, Jake,571875,2017,.247,267,730,
Maile, Luke,571912,2017,.160,86,158,
Marrero, Deven,571918,2017,.201,113,253,
Matz, Steven,571927,2017,.191,15,35,
Myers, Wil,571976,2017,.230,344,813,
Naquin, Tyler,571980,2017,.221,24,45,
Ohlman, Mike,572000,2017,.183,6,15,
Owings, Chris,572008,2017,.231,266,481,
Phegley, Josh,572033,2017,.246,99,183,
Piscotty, Stephen,572039,2017,.239,211,525,
Pollock, AJ,572041,2017,.283,223,503,
Rickard, Joey,572073,2017,.229,166,337,
Schimpf, Ryan,572114,2017,.165,82,239,
Seager, Kyle,572122,2017,.253,297,776,
Susac, Andrew,572180,2017,.060,5,16,
Taylor, Michael A.,572191,2017,.228,245,559,
Thompson, Trayce,572204,2017,.190,22,70,
Vincej, Zach,572227,2017,.094,6,19,
Voit III, Luke,572228,2017,.249,64,173,
Walker, Christian,572233,2017,.283,11,24,
Zunino, Mike,572287,2017,.211,262,603,
Goins, Ryan,572365,2017,.205,247,504,
Adams, Lane,572669,2017,.260,66,167,
Butler, Eddie,572750,2017,.102,13,27,
Carpenter, Matt,572761,2017,.248,196,729,
Dickerson, Corey,572816,2017,.252,581,859,
Dozier, Brian,572821,2017,.242,383,795,
Garneau, Dustin,572863,2017,.196,74,191,
Perkins, Cameron,573088,2017,.214,54,105,
Saladino, Tyler,573135,2017,.184,126,359,
Straily, Dan,573185,2017,.065,23,69,
Vargas, Kennys,573627,2017,.229,155,354,
Segedin, Rob,574847,2017,.172,16,24,
Contreras, Willson,575929,2017,.249,237,518,
Gyorko, Jedd,576397,2017,.228,276,623,
Iglesias, Jose,578428,2017,.250,289,533,
Travis, Devon,581527,2017,.284,103,247,
Hechavarria, Adeiny,588751,2017,.264,240,423,
Torreyes, Ronald,591720,2017,.228,197,420,
Osuna, Jose,591741,2017,.253,141,272,
Valera, Breyvic,591971,2017,.068,3,14,
Garcia, Willy,591994,2017,.216,69,141,
Austin, Tyler,592122,2017,.261,29,57,
Bryant, Kris,592178,2017,.256,348,830,
Canha, Mark,592192,2017,.217,151,260,
Casali, Curt,592200,2017,.136,5,11,
Castellanos, Nick,592206,2017,.284,430,870,
Cowart, Kaleb,592230,2017,.235,60,152,
DeShields, Delino,592261,2017,.200,159,568,
Drury, Brandon,592273,2017,.253,261,562,
Foltynewicz, Mike,592314,2017,.087,33,66,
Gamel, Ben,592325,2017,.249,284,681,
Goodrum, Niko,592348,2017,.128,12,37,
Gray, Jon,592351,2017,.084,23,55,
Healy, Ryon,592387,2017,.246,393,677,
Holaday, Bryan,592407,2017,.281,19,35,
Hoying, Jared,592419,2017,.212,52,87,
Jones, JaCoby,592444,2017,.176,85,201,
Judge, Aaron,592450,2017,.284,382,816,
Machado, Manny,592518,2017,.278,402,818,
Moran, Colin,592567,2017,.336,7,14,
Nicholas, Brett,592592,2017,.244,48,87,
Nicolino, Justin,592593,2017,.057,6,22,
Parker, Jarrett,592620,2017,.228,71,256,
Pederson, Joc,592626,2017,.240,172,419,
Ray, Robbie,592662,2017,.153,42,76,
Realmuto, J.T.,592663,2017,.277,299,744,
Renfroe, Hunter,592669,2017,.226,321,560,
Robinson, Drew,592685,2017,.211,53,200,
Rosario, Eddie,592696,2017,.263,416,777,
Rutledge, Josh,592710,2017,.222,59,135,
Simmons, Andrelton,592743,2017,.256,310,739,
Syndergaard, Noah,592789,2017,.188,9,10,
Taillon, Jameson,592791,2017,.128,18,55,
Toles, Andrew,592808,2017,.263,74,124,
Velasquez, Vince,592826,2017,.158,9,33,
Walker, Taijuan,592836,2017,.198,28,76,
Williams, Mason,592863,2017,.200,12,25,
Williams, Trevor,592866,2017,.123,21,59,
Wojciechowski, Asher,592879,2017,.047,12,16,
Yelich, Christian,592885,2017,.283,346,867,
Merrifield, Whit,593160,2017,.271,372,826,
Martinez, Carlos,593372,2017,.146,59,85,
Bogaerts, Xander,593428,2017,.239,365,672,
Hernandez, Marco,593523,2017,.265,46,84,
Calixte, Orlando,593525,2017,.201,21,77,
Torres, Ramon,593527,2017,.246,44,106,
Bonifacio, Jorge,593528,2017,.252,217,667,
Hanson, Alen,593700,2017,.192,120,303,
Polanco, Jorge,593871,2017,.237,242,665,
Sano, Miguel,593934,2017,.239,272,685,
May, Jacob,594576,2017,.102,23,63,
Difo, Wilmer,594694,2017,.258,235,466,
Calhoun, Kole,594777,2017,.245,395,806,
deGrom, Jacob,594798,2017,.229,44,89,
Duvall, Adam,594807,2017,.223,400,778,
Eaton, Adam,594809,2017,.241,51,131,
Garcia, Greg,594824,2017,.238,79,385,
Gattis, Evan,594828,2017,.280,205,340,
Gosselin, Phil,594838,2017,.168,29,55,
Lively, Ben,594902,2017,.168,9,37,
Schebler, Scott,594988,2017,.249,330,646,
Brugman, Jaycob,595144,2017,.228,83,200,
Eickhoff, Jerad,595191,2017,.147,27,38,
Hannemann, Jacob,595238,2017,.198,10,28,
Kiermaier, Kevin,595281,2017,.221,248,545,
Knapp, Andrew,595284,2017,.228,80,265,
Riddle, JT,595375,2017,.234,139,328,
Stassi, Brock,595426,2017,.200,44,127,
Wallach, Chad,595453,2017,.156,8,19,
Alfaro, Jorge,595751,2017,.266,84,158,
Profar, Jurickson,595777,2017,.212,37,90,
Baez, Javier,595879,2017,.236,428,589,
Bird, Greg,595885,2017,.200,62,246,
Cole, A.J.,595918,2017,.188,7,20,
Evans, Phillip,595943,2017,.245,13,49,
Gallagher, Cam,595956,2017,.230,10,30,
Hedges, Austin,595978,2017,.194,277,522,
Lindor, Francisco,596019,2017,.276,412,876,
Odor, Rougned,596059,2017,.228,488,781,
Peters, Dillon,596071,2017,.010,2,14,
Slater, Austin,596103,2017,.230,60,159,
Smith Jr., Dwight,596105,2017,.206,12,41,
Stephenson, Robert,596112,2017,.058,10,38,
Story, Trevor,596115,2017,.210,296,786,
Vogelbach, Daniel,596129,2017,.187,23,31,
Weaver, Luke,596133,2017,.086,9,31,
Sanchez, Gary,596142,2017,.283,352,607,
Sardinas, Luis,596143,2017,.189,32,57,
Cuthbert, Cheslor,596144,2017,.221,81,217,
Kepler, Max,596146,2017,.243,292,630,
Franco, Maikel,596748,2017,.241,343,816,
Choi, Ji-Man,596847,2017,.142,12,14,
Bradley Jr., Jackie,598265,2017,.236,244,684,
Motter, Taylor,600301,2017,.232,126,362,
La Stella, Tommy,600303,2017,.254,59,219,
Read, Raudy,600466,2017,.258,8,16,
Severino, Pedro,600474,2017,.141,19,37,
Nunez, Renato,600524,2017,.185,13,22,
Candelario, Jeimer,600869,2017,.248,70,168,
Pivetta, Nick,601713,2017,.101,22,69,
Ahmed, Nick,605113,2017,.235,113,212,
Anderson, Brian,605119,2017,.254,51,129,
Asche, Cody,605125,2017,.212,24,74,
Barnes, Austin,605131,2017,.282,71,315,
Bell, Josh,605137,2017,.255,329,761,
Betts, Mookie,605141,2017,.261,268,704,
Caratini, Victor,605170,2017,.242,33,94,
Davies, Zach,605200,2017,.124,22,80,
Davis, J.D.,605204,2017,.235,25,101,
Featherston, Taylor,605227,2017,.189,21,66,
Fisher, Derek,605233,2017,.230,58,207,
Nola, Aaron,605400,2017,.080,10,66,
Panik, Joe,605412,2017,.254,255,681,
Ross, Joe,605452,2017,.129,13,59,
Smith, Mallex,605480,2017,.211,147,390,
Spangenberg, Cory,605486,2017,.231,275,601,
Tomlinson, Kelby,605509,2017,.226,93,286,
Woodruff, Brandon,605540,2017,.234,3,14,
Zimmer, Bradley,605548,2017,.233,141,473,
Arcia, Orlando,606115,2017,.242,346,720,
Perdomo, Luis,606131,2017,.145,29,60,
Tapia, Raimel,606132,2017,.257,156,201,
Montero, Rafael,606160,2017,.103,15,35,
Hernandez, Teoscar,606192,2017,.231,58,160,
Peraza, Jose,606299,2017,.276,303,638,
Marte, Ketel,606466,2017,.292,124,322,
Nimmo, Brandon,607043,2017,.259,64,285,
Peterson, Jace,607054,2017,.240,96,238,
Glasnow, Tyler,607192,2017,.115,16,16,
Turner, Trea,607208,2017,.271,181,564,
Romano, Sal,607219,2017,.051,17,37,
Gsellman, Robert,607229,2017,.140,7,46,
Garrett, Amir,607237,2017,.087,12,32,
Lopez, Raffy,607257,2017,.180,29,69,
Smith, Kevan,607345,2017,.257,169,399,
Taijeron, Travis,607369,2017,.167,18,79,
Collins, Tyler,607385,2017,.170,87,204,
Rua, Ryan,607387,2017,.216,87,171,
Bostick, Christopher,607471,2017,.224,19,54,
Freeland, Kyle,607536,2017,.102,28,73,
Lugo, Seth,607625,2017,.128,11,47,
Pillar, Kevin,607680,2017,.263,400,728,
Stallings, Jacob,607732,2017,.324,6,18,
Travis, Sam,607752,2017,.227,27,107,
Williamson, Mac,607776,2017,.185,46,113,
Rivera, T.J.,608061,2017,.261,135,275,
Ramirez, Jose,608070,2017,.299,313,799,
Bregman, Alex,608324,2017,.276,280,746,
Cecchini, Gavin,608325,2017,.196,61,97,
Gallo, Joey,608336,2017,.224,364,690,
Kelly, Carson,608348,2017,.203,33,86,
Russell, Addison,608365,2017,.250,208,533,
Seager, Corey,608369,2017,.300,306,815,
Sims, Lucas,608371,2017,.100,17,19,
Wacha, Michael,608379,2017,.083,14,85,
Williams, Nick,608384,2017,.269,243,473,
Winker, Jesse,608385,2017,.284,35,175,
Marquez, German,608566,2017,.131,46,59,
Mazara, Nomar,608577,2017,.247,420,705,
Murphy, Tom,608596,2017,.127,17,38,
Jankowski, Travis,608671,2017,.172,40,115,
Johnson, Micah,608672,2017,.130,6,17,
Plawecki, Kevin,608700,2017,.275,61,164,
Refsnyder, Rob,608701,2017,.233,30,117,
Reynolds, Matt,608703,2017,.202,66,149,
Stratton, Chris,608717,2017,.119,5,13,
Suter, Brent,608718,2017,.090,12,29,
Mondesi, Adalberto,609275,2017,.233,42,67,
Garcia, Adonis,611177,2017,.245,128,230,
Cordero, Franchy,614173,2017,.211,58,151,
Barreto, Franklin,620439,2017,.177,54,93,
Torrens, Luis,620443,2017,.225,58,205,
Urena, Richard,620446,2017,.222,44,104,
Robertson, Daniel,621002,2017,.182,92,339,
Swanson, Dansby,621020,2017,.242,281,690,
Taylor, Chris,621035,2017,.267,244,786,
Correa, Carlos,621043,2017,.314,263,534,
Eflin, Zach,621107,2017,.147,9,32,
Blach, Ty,621389,2017,.217,22,71,
Phillips, Brett,621433,2017,.225,44,136,
Buxton, Byron,621439,2017,.230,312,669,
Brinson, Lewis,621446,2017,.227,35,64,
Powell, Boog,621471,2017,.216,44,175,
Nido, Tomas,621512,2017,.312,2,17,
Moroff, Max,621559,2017,.206,64,197,
Wendle, Joey,621563,2017,.273,9,20,
Olson, Matt,621566,2017,.258,124,287,
Wood, Alex,622072,2017,.068,20,58,
Thompson, Jake,622097,2017,.140,4,18,
Maxwell, Bruce,622194,2017,.228,116,351,
Mejia, Alex,622270,2017,.194,25,71,
Bautista, Rafael,622441,2017,.225,7,38,
Castillo, Luis,622491,2017,.115,21,42,
Gomez, Miguel,622497,2017,.220,21,44,
Margot, Manuel,622534,2017,.251,261,648,
Senzatela, Antonio,622608,2017,.106,32,48,
Camargo, Johan,622666,2017,.264,133,347,
Flexen, Chris,623167,2017,.125,6,22,
Kivlehan, Patrick,623182,2017,.198,121,247,
Santander, Anthony,623993,2017,.251,21,49,
Lin, Tzu-Wei,624407,2017,.218,30,89,
Arroyo, Christian,624414,2017,.236,69,207,
Conforto, Michael,624424,2017,.257,221,550,
Frazier, Adam,624428,2017,.272,206,583,
Jones, Ryder,624507,2017,.166,92,211,
Puig, Yasiel,624577,2017,.267,295,683,
Soler, Jorge,624585,2017,.177,55,122,
Gohara, Luiz,627894,2017,.006,10,15,
Maeda, Kenta,628317,2017,.125,35,59,
Despaigne, Odrisamer,628333,2017,.080,17,26,
Heredia, Guillermo,628338,2017,.230,173,522,
Tomas, Yasmany,630111,2017,.236,123,218,
Ervin, Phillip,640447,2017,.213,26,74,
Frazier, Clint,640449,2017,.219,63,208,
Pinder, Chad,640461,2017,.247,157,446,
Anderson, Tim,641313,2017,.239,422,724,
Asuaje, Carlos,641319,2017,.230,147,461,
Bellinger, Cody,641355,2017,.253,270,708,
Calhoun, Willie,641432,2017,.238,25,46,
Crawford, J.P.,641487,2017,.210,40,127,
Engel, Adam,641553,2017,.173,181,453,
Garver, Mitch,641598,2017,.180,21,65,
Kuhl, Chad,641771,2017,.123,28,62,
Mancini III, Trey,641820,2017,.255,376,756,
McMahon, Ryan,641857,2017,.135,10,38,
Sisco, Chance,642082,2017,.234,6,31,
Smith, Dominic,642086,2017,.244,113,249,
Smith, Tyler,642094,2017,.158,6,30,
Turner, Stuart,642156,2017,.183,33,116,
Valaika, Pat,642162,2017,.218,104,278,
Wade, Tyler,642180,2017,.207,28,86,
Mejia, Francisco,642336,2017,.256,16,12,
Sierra, Magneuris,642423,2017,.249,30,78,
Cordoba, Allen,642707,2017,.226,132,250,
Rosario, Amed,642708,2017,.222,122,234,
Benintendi, Andrew,643217,2017,.254,326,754,
Brault, Steven,643230,2017,.189,4,16,
Cooper, Garrett,643265,2017,.256,31,51,
Godley, Zack,643327,2017,.064,26,58,
Granite, Zack,643335,2017,.268,39,127,
Kemp, Tony,643393,2017,.188,24,44,
Leiter Jr., Mark,643410,2017,.063,17,42,
Tauchman, Mike,643565,2017,.170,14,55,
White, Tyler,643603,2017,.252,38,90,
Albies, Ozzie,645277,2017,.275,130,345,
Robles, Victor,645302,2017,.180,14,36,
Devers, Rafael,646240,2017,.221,138,302,
Diaz, Aledmys,649557,2017,.240,191,360,
Diaz, Yandy,650490,2017,.270,52,228,
Allen, Greg,656185,2017,.258,15,57,
Chapman, Matt,656305,2017,.224,140,436,
Hoffman, Jeff,656546,2017,.102,26,52,
Hoskins, Rhys,656555,2017,.256,95,282,
Luplow, Jordan,656669,2017,.215,30,121,
Newcomb, Sean,656794,2017,.019,24,43,
Schwarber, Kyle,656941,2017,.222,295,629,
Verdugo, Alex,657077,2017,.249,7,26,
Zagunis, Mark,657145,2017,.123,5,23,
DeJong, Paul,657557,2017,.255,251,627,
Lamet, Dinelson,659275,2017,.100,22,51,
Moncada, Yoan,660162,2017,.218,109,299,
Happ, Ian,664023,2017,.245,207,592,
Bader, Harrison,664056,2017,.239,50,126,
Stevenson, Andrew,664057,2017,.210,33,89,
Hwang, Jae-Gyun,666561,2017,.185,28,76,
Hays, Austin,669720,2017,.208,36,83,